order_id,date,customer_code,product_code,product_id,sold_quantity
FSEP53202303,2025-08-30,789202,c68834ceaff15846bc1892c2185dc4e4f471d64fe3796b1a8ecc39a5a48c614f,25891303,50
FSEP51721202,2025-08-30,999999,0cb7b2f42657b625f754e833aa1cf6a967be26f17415f5342302ebb0e90c8a28,25891202,407
FSEP51520102,2025-08-30,789520,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,322
FSEP53721302,2025-08-30,789721,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,88
FSEP53122302,2025-08-30,789122,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843,25891101,309
FSEP51721503,2025-08-30,789721,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379,25891503,144
FSEP51603503,2025-08-30,789603,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49,25891402,331
FSEP53720603,2025-08-30,789720,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,33
FSEP53420303,2025-08-30,789420,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,28
FSEP53121601,2025-08-30,789121,77b6f538a9d0e0cf845db5c2cbecec46fdd30303b501e06f64baf1d4dc0e66f9,25891403,365
FSEP52622503,2025-08-30,789622,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843,25891101,488
FSEP52403603,2025-08-30,789403,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896,25891201,380
FSEP51321602,2025-08-30,789321,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49,25891402,477
FSEP53402603,2025-08-30,789402,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa,25891603,76
FSEP53221602,2025-08-30,999999,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843,25891101,420
FSEP53221602,2025-08-30,789221,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49,25891402,474
FSEP52501602,2025-08-30,789501,da6bfc596c1360ca07bda4e0ae6bfe3b8456517fc6e8ddc265630ff940f9ab05,25891401,373
FSEP51601303,2025-08-30,789601,c68834ceaff15846bc1892c2185dc4e4f471d64fe3796b1a8ecc39a5a48c614f,25891303,47
FSEP51601303,2025-08-30,789601,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843,25891101,320
FSEP52220401,2025-08-29,789220,da6bfc596c1360ca07bda4e0ae6bfe3b8456517fc6e8ddc265630ff940f9ab05,25891401,202
FSEP51202202,2025-08-29,999999,0cb7b2f42657b625f754e833aa1cf6a967be26f17415f5342302ebb0e90c8a28,25891202,402
FSEP51102401,2025-08-29,999999,da6bfc596c1360ca07bda4e0ae6bfe3b8456517fc6e8ddc265630ff940f9ab05,25891401,341
FAUG430720503,2025-08-29,789720,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379,25891503,193
FSEP52521503,2025-08-29,789521,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379,25891503,121
FSEP52403203,2025-08-29,789403,889c67757ece9c973791dfbc2d47b026a3342cc7255e47a3170329d158e897c2,25891203,255
FSEP52321103,2025-08-29,789321,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268,25891103,398
FSEP51202403,2025-08-29,999999,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,439
FAUG430522603,2025-08-29,789522,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,21
FSEP52902601,2025-08-29,789902,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,39
FSEP51621402,2025-08-29,789621,889c67757ece9c973791dfbc2d47b026a3342cc7255e47a3170329d158e897c2,25891203,269
FAUG430902603,2025-08-29,789902,889c67757ece9c973791dfbc2d47b026a3342cc7255e47a3170329d158e897c2,25891203,364
FAUG430403502,2025-08-29,789403,ee1f7df9cf660ef02c33037d8d6eb94cbefe8e7b84c306e9387f09b0cae0abae,25891501,110
FAUG430321601,2025-08-29,789321,0cb7b2f42657b625f754e833aa1cf6a967be26f17415f5342302ebb0e90c8a28,25891202,161
FAUG430301503,2025-08-29,789301,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379,25891503,181
FSEP51622603,2025-08-28,789622,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa,25891603,125
FSEP51521601,2025-08-28,789521,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742,25891601,100
FSEP51501101,2025-08-28,789501,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843,25891101,439
FSEP51303302,2025-08-28,789303,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,31
FAUG430521203,2025-08-28,789521,889c67757ece9c973791dfbc2d47b026a3342cc7255e47a3170329d158e897c2,25891203,296
FAUG430420301,2025-08-28,789420,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,24
FAUG430301602,2025-08-28,789301,778c2a7aa27bfdb211fd5ece048de80d00fbf3d6924bd908d91054796ba16ab6,25891602,164
FAUG429622402,2025-08-28,789622,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49,25891402,242
FAUG430621502,2025-08-28,789621,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,36
FAUG429522603,2025-08-28,789522,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,23
FAUG429422401,2025-08-28,789422,da6bfc596c1360ca07bda4e0ae6bfe3b8456517fc6e8ddc265630ff940f9ab05,25891401,217
FAUG429202602,2025-08-28,999999,778c2a7aa27bfdb211fd5ece048de80d00fbf3d6924bd908d91054796ba16ab6,25891602,106
FAUG429102601,2025-08-28,789102,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742,25891601,149
FSEP51603602,2025-08-28,789603,778c2a7aa27bfdb211fd5ece048de80d00fbf3d6924bd908d91054796ba16ab6,25891602,87
FAUG430903603,2025-08-28,999999,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843,25891101,322
FAUG430721602,2025-08-28,789721,778c2a7aa27bfdb211fd5ece048de80d00fbf3d6924bd908d91054796ba16ab6,25891602,168
FAUG429421603,2025-08-28,789421,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa,25891603,184
FAUG429403503,2025-08-28,789403,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,345
FAUG429720502,2025-08-28,789720,ee1f7df9cf660ef02c33037d8d6eb94cbefe8e7b84c306e9387f09b0cae0abae,25891501,198
FAUG429903601,2025-08-28,789903,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742,25891601,150
FSEP51503603,2025-08-28,789503,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,409
FAUG429601502,2025-08-28,789601,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268,25891103,294
FAUG429301603,2025-08-28,789301,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa,25891603,71
FSEP51720602,2025-08-28,789720,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,39
FAUG430621601,2025-08-27,789621,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742,25891601,154
FAUG430421402,2025-08-27,789421,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49,25891402,352
FAUG430420202,2025-08-27,789420,0cb7b2f42657b625f754e833aa1cf6a967be26f17415f5342302ebb0e90c8a28,25891202,350
FAUG429520102,2025-08-27,999999,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,437
FAUG429102302,2025-08-27,789102,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,50
FAUG428320101,2025-08-27,789320,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843,25891101,436
FAUG430720301,2025-08-27,789720,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,43
FAUG430702602,2025-08-27,999999,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379,25891503,155
FAUG429122501,2025-08-27,789122,ee1f7df9cf660ef02c33037d8d6eb94cbefe8e7b84c306e9387f09b0cae0abae,25891501,247
FAUG428422301,2025-08-27,789422,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,62
FAUG428321603,2025-08-27,789321,c68834ceaff15846bc1892c2185dc4e4f471d64fe3796b1a8ecc39a5a48c614f,25891303,76
FAUG428122502,2025-08-27,789122,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,20
FAUG430503603,2025-08-27,789503,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa,25891603,148
FAUG429103602,2025-08-27,789103,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268,25891103,413
FAUG428501303,2025-08-27,789501,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,357
FAUG428421503,2025-08-27,789421,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379,25891503,159
FAUG428403302,2025-08-27,789403,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,50
FAUG430520601,2025-08-27,789520,77b6f538a9d0e0cf845db5c2cbecec46fdd30303b501e06f64baf1d4dc0e66f9,25891403,334
FAUG428720602,2025-08-27,789720,77b6f538a9d0e0cf845db5c2cbecec46fdd30303b501e06f64baf1d4dc0e66f9,25891403,410
FAUG430203602,2025-08-27,789203,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896,25891201,189
FAUG428221502,2025-08-27,789221,c68834ceaff15846bc1892c2185dc4e4f471d64fe3796b1a8ecc39a5a48c614f,25891303,98
FAUG429102602,2025-08-27,999999,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843,25891101,448
FAUG429702102,2025-08-26,789702,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,348
FAUG429521501,2025-08-26,789521,ee1f7df9cf660ef02c33037d8d6eb94cbefe8e7b84c306e9387f09b0cae0abae,25891501,131
FAUG427621302,2025-08-26,789621,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,98
FAUG427621101,2025-08-26,789621,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843,25891101,415
FAUG427522103,2025-08-26,789522,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268,25891103,415
FAUG429702303,2025-08-26,789702,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,81
FAUG429521203,2025-08-26,789521,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,413
FAUG429422201,2025-08-26,789422,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896,25891201,400
FAUG429203202,2025-08-26,789203,0cb7b2f42657b625f754e833aa1cf6a967be26f17415f5342302ebb0e90c8a28,25891202,456
FAUG428721302,2025-08-26,999999,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,442
FAUG427202102,2025-08-26,789202,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,389
FAUG427103603,2025-08-26,789103,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843,25891101,348
FAUG429201602,2025-08-26,789201,ee1f7df9cf660ef02c33037d8d6eb94cbefe8e7b84c306e9387f09b0cae0abae,25891501,157
FAUG429201602,2025-08-26,789201,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896,25891201,409
FAUG427721602,2025-08-26,789721,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,487
FAUG427720503,2025-08-26,999999,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379,25891503,246
FAUG427720503,2025-08-26,789720,77b6f538a9d0e0cf845db5c2cbecec46fdd30303b501e06f64baf1d4dc0e66f9,25891403,355
FAUG429703602,2025-08-26,999999,778c2a7aa27bfdb211fd5ece048de80d00fbf3d6924bd908d91054796ba16ab6,25891602,129
FAUG427303501,2025-08-26,789303,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268,25891103,313
FAUG428101501,2025-08-26,789101,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,47
FAUG428520602,2025-08-25,789520,778c2a7aa27bfdb211fd5ece048de80d00fbf3d6924bd908d91054796ba16ab6,25891602,97
FAUG428301603,2025-08-25,789301,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa,25891603,50
FAUG428221503,2025-08-25,789221,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379,25891503,193
FAUG427201203,2025-08-25,789201,889c67757ece9c973791dfbc2d47b026a3342cc7255e47a3170329d158e897c2,25891203,406
FAUG426420303,2025-08-25,789420,c68834ceaff15846bc1892c2185dc4e4f471d64fe3796b1a8ecc39a5a48c614f,25891303,53
FAUG428601502,2025-08-25,789601,c68834ceaff15846bc1892c2185dc4e4f471d64fe3796b1a8ecc39a5a48c614f,25891303,32
FAUG428520302,2025-08-25,789520,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,48
FAUG428403403,2025-08-25,789403,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,80
FAUG427520301,2025-08-25,789520,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,60
FAUG427421102,2025-08-25,789421,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,367
FAUG426220503,2025-08-25,789220,0cb7b2f42657b625f754e833aa1cf6a967be26f17415f5342302ebb0e90c8a28,25891202,109
FAUG426220503,2025-08-25,789220,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379,25891503,211
FAUG428621603,2025-08-25,789621,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa,25891603,171
FAUG426320402,2025-08-25,789320,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896,25891201,156
FAUG426201403,2025-08-25,789201,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896,25891201,459
FAUG428201403,2025-08-25,789201,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49,25891402,412
FAUG428401601,2025-08-25,789401,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896,25891201,186
FAUG427621601,2025-08-25,789621,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,29
FAUG427720302,2025-08-25,789720,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,71
FAUG427301302,2025-08-24,999999,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,40
FAUG425122401,2025-08-24,789122,da6bfc596c1360ca07bda4e0ae6bfe3b8456517fc6e8ddc265630ff940f9ab05,25891401,361
FAUG427601601,2025-08-24,789601,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843,25891101,390
FAUG427421202,2025-08-24,789421,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896,25891201,418
FAUG427101403,2025-08-24,789101,77b6f538a9d0e0cf845db5c2cbecec46fdd30303b501e06f64baf1d4dc0e66f9,25891403,315
FAUG426522302,2025-08-24,789522,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,75
FAUG426220203,2025-08-24,999999,889c67757ece9c973791dfbc2d47b026a3342cc7255e47a3170329d158e897c2,25891203,367
FAUG425421303,2025-08-24,789421,c68834ceaff15846bc1892c2185dc4e4f471d64fe3796b1a8ecc39a5a48c614f,25891303,55
FAUG425102602,2025-08-24,789102,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,64
FAUG425101201,2025-08-24,789101,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268,25891103,355
FAUG426621501,2025-08-24,789621,ee1f7df9cf660ef02c33037d8d6eb94cbefe8e7b84c306e9387f09b0cae0abae,25891501,182
FAUG426420401,2025-08-24,789420,889c67757ece9c973791dfbc2d47b026a3342cc7255e47a3170329d158e897c2,25891203,253
FAUG426401303,2025-08-24,789401,889c67757ece9c973791dfbc2d47b026a3342cc7255e47a3170329d158e897c2,25891203,421
FAUG426220501,2025-08-24,789220,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268,25891103,341
FAUG427721503,2025-08-24,789721,da6bfc596c1360ca07bda4e0ae6bfe3b8456517fc6e8ddc265630ff940f9ab05,25891401,352
FAUG427220402,2025-08-24,999999,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843,25891101,451
FAUG427220402,2025-08-24,789220,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,324
FAUG427703603,2025-08-24,789703,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa,25891603,104
FAUG427703603,2025-08-24,789703,778c2a7aa27bfdb211fd5ece048de80d00fbf3d6924bd908d91054796ba16ab6,25891602,138
FAUG425321501,2025-08-23,789321,ee1f7df9cf660ef02c33037d8d6eb94cbefe8e7b84c306e9387f09b0cae0abae,25891501,123
FAUG425203401,2025-08-23,999999,da6bfc596c1360ca07bda4e0ae6bfe3b8456517fc6e8ddc265630ff940f9ab05,25891401,429
FAUG426202302,2025-08-23,789202,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,38
FAUG425220502,2025-08-23,789220,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,38
FAUG424720402,2025-08-23,789720,c68834ceaff15846bc1892c2185dc4e4f471d64fe3796b1a8ecc39a5a48c614f,25891303,43
FAUG424522303,2025-08-23,789522,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,470
FAUG424102402,2025-08-23,789102,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,25
FAUG424601501,2025-08-23,789601,ee1f7df9cf660ef02c33037d8d6eb94cbefe8e7b84c306e9387f09b0cae0abae,25891501,164
FAUG424421403,2025-08-23,789421,0cb7b2f42657b625f754e833aa1cf6a967be26f17415f5342302ebb0e90c8a28,25891202,226
FAUG424421403,2025-08-23,789421,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49,25891402,306
FAUG424221601,2025-08-23,789221,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742,25891601,105
FAUG426203602,2025-08-23,789203,778c2a7aa27bfdb211fd5ece048de80d00fbf3d6924bd908d91054796ba16ab6,25891602,51
FAUG424622501,2025-08-23,789622,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,85
FAUG425520501,2025-08-23,789520,ee1f7df9cf660ef02c33037d8d6eb94cbefe8e7b84c306e9387f09b0cae0abae,25891501,104
FAUG426503403,2025-08-23,789503,889c67757ece9c973791dfbc2d47b026a3342cc7255e47a3170329d158e897c2,25891203,213
FAUG425102501,2025-08-22,999999,ee1f7df9cf660ef02c33037d8d6eb94cbefe8e7b84c306e9387f09b0cae0abae,25891501,237
FAUG424503401,2025-08-22,999999,da6bfc596c1360ca07bda4e0ae6bfe3b8456517fc6e8ddc265630ff940f9ab05,25891401,200
FAUG425102202,2025-08-22,789102,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,396
FAUG425101502,2025-08-22,789101,889c67757ece9c973791dfbc2d47b026a3342cc7255e47a3170329d158e897c2,25891203,119
FAUG424203603,2025-08-22,789203,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa,25891603,174
FAUG425301602,2025-08-22,789301,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,451
FAUG425221301,2025-08-22,789221,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268,25891103,342
FAUG425902403,2025-08-22,999999,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,38
FAUG425501603,2025-08-22,789501,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379,25891503,162
FAUG424121203,2025-08-21,789121,889c67757ece9c973791dfbc2d47b026a3342cc7255e47a3170329d158e897c2,25891203,334
FAUG423422501,2025-08-21,789422,ee1f7df9cf660ef02c33037d8d6eb94cbefe8e7b84c306e9387f09b0cae0abae,25891501,117
FAUG423203102,2025-08-21,789203,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,433
FAUG422721501,2025-08-21,789721,ee1f7df9cf660ef02c33037d8d6eb94cbefe8e7b84c306e9387f09b0cae0abae,25891501,247
FAUG422720402,2025-08-21,789720,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49,25891402,495
FAUG424320301,2025-08-21,789320,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,90
FAUG423420402,2025-08-21,789420,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49,25891402,268
FAUG423102403,2025-08-21,789102,889c67757ece9c973791dfbc2d47b026a3342cc7255e47a3170329d158e897c2,25891203,479
FAUG422521501,2025-08-21,999999,ee1f7df9cf660ef02c33037d8d6eb94cbefe8e7b84c306e9387f09b0cae0abae,25891501,168
FAUG422301601,2025-08-21,789301,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,76
FAUG423422403,2025-08-20,999999,77b6f538a9d0e0cf845db5c2cbecec46fdd30303b501e06f64baf1d4dc0e66f9,25891403,328
FAUG421421503,2025-08-20,789421,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379,25891503,149
FAUG423720401,2025-08-20,789720,da6bfc596c1360ca07bda4e0ae6bfe3b8456517fc6e8ddc265630ff940f9ab05,25891401,236
FAUG423421503,2025-08-20,789421,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379,25891503,197
FAUG422703503,2025-08-20,789703,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,84
FAUG421121402,2025-08-20,789121,889c67757ece9c973791dfbc2d47b026a3342cc7255e47a3170329d158e897c2,25891203,278
FAUG423703401,2025-08-20,789703,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,46
FAUG422421401,2025-08-20,789421,889c67757ece9c973791dfbc2d47b026a3342cc7255e47a3170329d158e897c2,25891203,342
FAUG423902602,2025-08-20,789902,778c2a7aa27bfdb211fd5ece048de80d00fbf3d6924bd908d91054796ba16ab6,25891602,66
FAUG421703502,2025-08-20,789703,0cb7b2f42657b625f754e833aa1cf6a967be26f17415f5342302ebb0e90c8a28,25891202,290
FAUG421521402,2025-08-20,789521,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49,25891402,241
FAUG421201402,2025-08-20,789201,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843,25891101,461
FAUG423720502,2025-08-20,789720,ee1f7df9cf660ef02c33037d8d6eb94cbefe8e7b84c306e9387f09b0cae0abae,25891501,171
FAUG422902601,2025-08-19,789902,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742,25891601,133
FAUG422621201,2025-08-19,789621,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896,25891201,104
FAUG420522402,2025-08-19,789522,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49,25891402,212
FAUG421622401,2025-08-19,789622,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896,25891201,156
FAUG420101603,2025-08-19,789101,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843,25891101,490
FAUG422320603,2025-08-19,789320,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,440
FAUG421903402,2025-08-19,789903,c68834ceaff15846bc1892c2185dc4e4f471d64fe3796b1a8ecc39a5a48c614f,25891303,53
FAUG421321403,2025-08-19,789321,0cb7b2f42657b625f754e833aa1cf6a967be26f17415f5342302ebb0e90c8a28,25891202,111
FAUG422503603,2025-08-19,789503,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379,25891503,152
FAUG421202502,2025-08-19,999999,0cb7b2f42657b625f754e833aa1cf6a967be26f17415f5342302ebb0e90c8a28,25891202,283
FAUG421103603,2025-08-19,789103,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,416
FAUG421522603,2025-08-18,789522,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa,25891603,81
FAUG420203301,2025-08-18,789203,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,77
FAUG419320201,2025-08-18,789320,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896,25891201,151
FAUG421101501,2025-08-18,789101,ee1f7df9cf660ef02c33037d8d6eb94cbefe8e7b84c306e9387f09b0cae0abae,25891501,219
FAUG419621402,2025-08-18,789621,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49,25891402,305
FAUG419421201,2025-08-18,789421,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268,25891103,379
FAUG420902603,2025-08-18,789902,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,466
FAUG421603203,2025-08-18,789603,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896,25891201,167
FAUG419903402,2025-08-18,789903,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,59
FAUG419220503,2025-08-18,789220,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379,25891503,108
FAUG419103603,2025-08-18,789103,0cb7b2f42657b625f754e833aa1cf6a967be26f17415f5342302ebb0e90c8a28,25891202,404
FAUG421621602,2025-08-18,789621,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,65
