date,product_code,customer_code,date_key,year,month_name,month_short_name,quarter,year_quarter,customer,market,platform,channel,division,category,product,variant,sold_quantity,price_inr,total_amount_inr
2024-01-01,SQUA82575A,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Squash,Squash Racket,SQ Impact Squash Racket,110g,1,1740,1740
2024-01-01,SURF56D4BF,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Surfing,Surfboard,SX WaveRider Surfboard,6 ft,2,9910,19820
2024-01-01,SURF2EBCCA,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Surfing,Wetsuit,WX AquaFit Wetsuit,Short Sleeve,3,9460,28380
2024-01-01,SURF8627B1,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Surfing,Surfboard,SX WaveRider Surfboard,7 ft,3,5510,16530
2024-01-01,SURF7A248A,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Surfing,Swim Fins,PX Surf Swim Fins,Medium,2,5910,11820
2024-01-01,SURF60F2D1,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Surfing,Swim Fins,PX Surf Swim Fins,Large,2,1650,3300
2024-01-01,SURFE9DE14,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Surfing,Surf Leash,NX AntiSnap Surf Leash,6 ft,3,1220,3660
2024-01-01,SURFEB883D,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Surfing,Bodyboard,BX Hydro Bodyboard,42 inch,4,9390,37560
2024-01-01,SURFF237F1,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Surfing,Surf Leash,NX AntiSnap Surf Leash,9 ft,4,5230,20920
2024-01-01,SURF69CACC,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Surfing,Bodyboard,BX Hydro Bodyboard,45 inch,1,10970,10970
2024-01-01,SWIM8BE666,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Swimming,Swim Caps,PX Silicone Swim Cap,Adult,4,2960,11840
2024-01-01,SWIM0619EB,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Swimming,Swim Caps,PX Silicone Swim Cap,Red,4,3910,15640
2024-01-01,SWIM38D257,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Swimming,Swimwear,MX Flex Swim Shorts,L,3,2160,6480
2024-01-01,SWIM814E22,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Swimming,Swim Caps,PX Silicone Swim Cap,Blue,2,1430,2860
2024-01-01,SWIMAEF4F3,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Swimming,Swimwear,MX Flex Swim Shorts,M,3,3220,9660
2024-01-01,SWIMCA28CC,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Swimming,Swimwear,MX Flex Swim Shorts,S,2,1230,2460
2024-01-01,SWIM3B2B99,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Swimming,Swimming Goggles,SX ClearView Swim Goggles,Junior,1,1590,1590
2024-01-01,SWIM4F5CDD,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Swimming,Kickboards,AX EasyFloat Kickboard,Junior,1,550,550
2024-01-01,SWIMB4058D,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Swimming,Swimming Goggles,SX ClearView Swim Goggles,Wide View,1,300,300
2024-01-01,SWIM139E14,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Swimming,Swimming Goggles,SX ClearView Swim Goggles,Anti-Fog,1,3860,3860
2024-01-01,SWIME2E04A,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Swimming,Swim Caps,PX Silicone Swim Cap,Black,1,3380,3380
2024-01-01,SWIMBAC8EE,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Swimming,Swimwear,MX Flex Swim Shorts,XL,4,3130,12520
2024-01-01,SWIM2785E8,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Swimming,Swimming Goggles,SX ClearView Swim Goggles,Mirrored Lens,3,1750,5250
2024-01-01,SWIM8D675F,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Swimming,Kickboards,AX EasyFloat Kickboard,Small,2,1060,2120
2024-01-01,SWIM98EEF3,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Swimming,Swim Caps,PX Silicone Swim Cap,Junior,3,680,2040
2024-01-01,SWIM9CB0C3,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Swimming,Swimwear,MX Flex Swim Shorts,XXL,2,1270,2540
2024-01-01,SWIM3BD53D,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Swimming,Kickboards,AX EasyFloat Kickboard,Extra Buoyant,3,2970,8910
2024-01-01,SWIM684A76,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Swimming,Kickboards,AX EasyFloat Kickboard,Medium,4,3790,15160
2024-01-01,TENN8CF37E,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Tennis,Tennis Racket,MX SpinForce Tennis Racket,Spin Friendly,1,7790,7790
2024-01-01,TENNE19233,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Tennis,Tennis Racket,MX SpinForce Tennis Racket,Control Balance,1,8010,8010
2024-01-01,TENN6E46CF,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Tennis,Tennis Racket,TX ControlMax Tennis Racket,Beginner,1,1130,1130
2024-01-01,TENN6AD4AC,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Tennis,Tennis Racket,MX SpinForce Tennis Racket,Grip 3,1,5060,5060
2024-01-01,TENN514228,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Tennis,Tennis Racket,TX ControlMax Tennis Racket,Grip 2,1,6520,6520
2024-01-01,TENN0CFFE7,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Tennis,Tennis Racket,MX SpinForce Tennis Racket,Grip 1,1,10520,10520
2024-01-01,VOLLD0506F,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Volleyball,Volleyball Shoes,RX Volley Indoor Shoes,UK 8,659,2910,1917690
2024-01-01,VOLLC5F036,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Volleyball,Volleyball,VX SoftTouch Volleyball,Size 4,549,1690,927810
2024-01-01,VOLLA6AAB1,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Volleyball,Volleyball Shoes,RX Volley Indoor Shoes,UK 9,391,2540,993140
2024-01-01,VOLLF5D4E6,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Volleyball,Knee Pads,PX SoftShield Knee Pads,M,128,3270,418560
2024-01-01,VOLLEEC6A4,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Volleyball,Knee Pads,PX SoftShield Knee Pads,L,356,1540,548240
2024-01-01,VOLL56AE91,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Volleyball,Volleyball,VX SoftTouch Volleyball,Size 5,106,3180,337080
2024-01-01,VOLLDDFCD0,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Volleyball,Volleyball Accessories,NX Pro Volleyball Pump,Compact,734,3020,2216680
2024-01-01,VOLL4B8018,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Volleyball,Volleyball Net,MX Outdoor Volleyball Net,Standard,358,1090,390220
2024-01-01,WLFT9CBF85,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Weight Lifting,Weight Plates,WL Rubber Weight Plate,5 kg,791,2680,2119880
2024-01-01,WLFTB0B8BE,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Weight Lifting,Weight Bars,WL Steel Barbell,Olympic 7 ft,605,2450,1482250
2024-01-01,WLFTB7DF2B,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Weight Lifting,Weight Bars,WL Steel Barbell,Curl Bar,464,12370,5739680
2024-01-01,WLFT52B261,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Weight Lifting,Dumbbells,WL Hex Dumbbell,12.5 kg,1174,6720,7889280
2024-01-01,YOGA19401E,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Yoga,Meditation Cushion,YX Zen Cushion,Round,106,2300,243800
2024-01-01,YOGACE3F89,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Yoga,Yoga Mat,YX Comfort Yoga Mat,4mm,490,2460,1205400
2024-01-01,YOGA4680D3,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Yoga,Yoga Strap,PX Flex Yoga Strap,2 m,259,2970,769230
2024-01-01,YOGA1B22A2,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Yoga,Resistance Bands,PX Yoga Resistance Band,Heavy,243,1360,330480
2024-01-01,YOGA6FA844,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Yoga,Resistance Bands,PX Yoga Resistance Band,Light,476,1240,590240
2024-01-01,YOGAA7E602,90002001,202401,2024,January,Jan,Q1,2024-Q1,SportsHub,India,E-Commerce,Retailer,Yoga,Yoga Block,AX Foam Yoga Block,Standard,669,2370,1585530
2024-01-01,ARCHDDE20D,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Archery,Arrows,PX Carbon Arrow Set,12 Pack,84,2750,231000
2024-01-01,ARCH158F41,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Archery,Finger Tab,LX Leather Finger Tab,Universal,144,5740,826560
2024-01-01,ARCHAFF0E4,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Archery,Bow,AX Precision Recurve Bow,26 lbs,35,4610,161350
2024-01-01,ARCH6B94F7,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Archery,Bow,AX Precision Recurve Bow,30 lbs,23,3910,89930
2024-01-01,ARCH5D1FE7,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Archery,Bow Stringer,BX Bow Stringing Tool,Standard,128,1610,206080
2024-01-01,ARCH7B49A9,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Archery,Arm Guard,NX Archery Arm Guard,Medium,109,1610,175490
2024-01-01,ARCH497D34,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Archery,Target,TX Foam Archery Target,80 cm,102,1100,112200
2024-01-01,ARCHE71D79,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Archery,Arm Guard,NX Archery Arm Guard,Large,31,5830,180730
2024-01-01,BADM88C384,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Badminton,Badminton Racket,AX PowerDrive Badminton Racket,Intermediate,18,790,14220
2024-01-01,BADMA5EBA3,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Badminton,Badminton Racket,BX AeroLite Badminton Racket,Even Balance,86,5910,508260
2024-01-01,BADM4BAB38,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Badminton,Badminton Racket,BX AeroLite Badminton Racket,Advanced,115,6460,742900
2024-01-01,BADMDC6AB1,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Badminton,Badminton Racket,AX PowerDrive Badminton Racket,Even Balance,83,1820,151060
2024-01-01,BADM50C510,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Badminton,Badminton Racket,AX PowerDrive Badminton Racket,Head Heavy,30,1660,49800
2024-01-01,BADM2459FB,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Badminton,Badminton Racket,AX PowerDrive Badminton Racket,Flexible Shaft,93,1670,155310
2024-01-01,BADM9DDCED,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Badminton,Badminton Racket,AX PowerDrive Badminton Racket,Head Light,17,2320,39440
2024-01-01,BADMD11DA6,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Badminton,Badminton Racket,BX AeroLite Badminton Racket,4U Weight,98,3510,343980
2024-01-01,BADMDA1B05,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Badminton,Badminton Racket,BX AeroLite Badminton Racket,Stiff Shaft,53,3010,159530
2024-01-01,BADM376040,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Badminton,Badminton Racket,BX AeroLite Badminton Racket,Flexible Shaft,95,2250,213750
2024-01-01,BADM03A202,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Badminton,Badminton Racket,BX AeroLite Badminton Racket,Head Light,21,3980,83580
2024-01-01,BADME151E6,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Badminton,Badminton Racket,AX PowerDrive Badminton Racket,4U Weight,53,1430,75790
2024-01-01,BADMDA5EC8,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Badminton,Badminton Racket,AX PowerDrive Badminton Racket,Advanced,118,2820,332760
2024-01-01,BADM48A260,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Badminton,Badminton Racket,BX AeroLite Badminton Racket,Beginner,36,2260,81360
2024-01-01,BADM8FFE12,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Badminton,Badminton Racket,AX PowerDrive Badminton Racket,Stiff Shaft,17,3140,53380
2024-01-01,BADM1B8332,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Badminton,Badminton Racket,AX PowerDrive Badminton Racket,3U Weight,20,4910,98200
2024-01-01,BADM7E90FB,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Badminton,Badminton Racket,BX AeroLite Badminton Racket,3U Weight,106,1750,185500
2024-01-01,BASK7F5383,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Basketball,Basketball Jersey,AX DryFit Basketball Jersey,L,36,3660,131760
2024-01-01,BASKEE612D,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Basketball,Basketball,BX Grip Indoor Basketball,Size 7,56,4130,231280
2024-01-01,BASK4C69DF,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Basketball,Basketball Jersey,AX DryFit Basketball Jersey,M,116,830,96280
2024-01-01,BASK9E4294,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Basketball,Basketball,BX Grip Indoor Basketball,Size 5,55,4230,232650
2024-01-01,BASKEE32E4,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Basketball,Basketball,BX Grip Indoor Basketball,Size 6,71,1580,112180
2024-01-01,BASKE57A19,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Basketball,Basketball Hoop,HX Portable Basketball Hoop,Standard Height,109,940,102460
2024-01-01,BASK728A58,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Basketball,Basketball Shoes,RX Jump Basketball Shoes,UK 7,14,8180,114520
2024-01-01,BASKED86BF,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Basketball,Basketball Hoop,HX Portable Basketball Hoop,Adjustable Height,116,6390,741240
2024-01-01,BASK32528E,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Basketball,Basketball Shoes,RX Jump Basketball Shoes,UK 9,105,7070,742350
2024-01-01,CAMP24F868,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Camping,Tent,CX QuickPitch Tent,4 Person,29,4540,131660
2024-01-01,CAMPA3B110,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Camping,Lantern,LX BrightGlow LED Lantern,Rechargeable,74,4400,325600
2024-01-01,CAMPEE1159,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Camping,Lantern,LX BrightGlow LED Lantern,Battery,103,4600,473800
2024-01-01,CAMP7A5E65,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Camping,Camping Stove,PX MiniGas Stove,Single Burner,74,1890,139860
2024-01-01,CAMP69AF0F,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Camping,Folding Chair,MX Relax Folding Chair,XL,96,8550,820800
2024-01-01,CAMP10C410,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Camping,Ice Box,FX ChillBox Cooler,20L,12,6000,72000
2024-01-01,CAMPECAADE,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Camping,Sleeping Bag,HX WarmComfort Sleeping Bag,-5°C,65,10560,686400
2024-01-01,CAMPF24336,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Camping,Tent,CX QuickPitch Tent,2 Person,26,11540,300040
2024-01-01,CAMPE624C8,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Camping,Camping Mat,TX RollLite Sleeping Mat,15 mm,21,4980,104580
2024-01-01,CAMP11E3FA,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Camping,Folding Chair,MX Relax Folding Chair,Standard,28,7410,207480
2024-01-01,CAMPCB6B05,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Camping,Ice Box,FX ChillBox Cooler,40L,91,1160,105560
2024-01-01,CAMPDFA679,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Camping,Camping Stove,PX MiniGas Stove,Double Burner,19,1970,37430
2024-01-01,CAMP4005E6,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Camping,Camping Tools,NX MultiTool Knife Set,11-in-1,40,840,33600
2024-01-01,CRIC6888B0,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Bat,KX Blaze Kashmir Willow Cricket Bat,Intermediate,28,3360,94080
2024-01-01,CRICE4E9A2,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Ball,SR Strike Leather Cricket Ball,White 156g,7,4480,31360
2024-01-01,CRIC670481,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Ball,SR Strike Leather Cricket Ball,Rubber Ball,8,1650,13200
2024-01-01,CRICCCD675,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Batting Gloves,PX Grip Cricket Batting Gloves,Left Hand,12,9230,110760
2024-01-01,CRIC05FECB,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Kit Bag,TRX Max Cricket Kit Bag,Heavy Duty Edition,34,1350,45900
2024-01-01,CRIC681856,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Bat,KX Blaze Kashmir Willow Cricket Bat,Balanced Weight,31,9680,300080
2024-01-01,CRICBBFD56,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Kit Bag,TRX Max Cricket Kit Bag,60L,30,5540,166200
2024-01-01,CRIC57FB52,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Ball,SR Strike Leather Cricket Ball,White 142g,31,2060,63860
2024-01-01,CRIC294CD6,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Ball,SR Strike Leather Cricket Ball,Red 156g,16,700,11200
2024-01-01,CRIC892BAA,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Kit Bag,TRX Max Cricket Kit Bag,80L,33,6400,211200
2024-01-01,CRIC2AE4DF,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Helmet,AX Guard Cricket Helmet,Lightweight Edition,35,6400,224000
2024-01-01,CRICC0D928,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Kit Bag,TRX Max Cricket Kit Bag,50L,25,5270,131750
2024-01-01,CRIC1FC74E,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Bat,KX Blaze Kashmir Willow Cricket Bat,Heavyweight,402,3630,1459260
2024-01-01,CRIC905F1B,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Batting Gloves,PX Grip Cricket Batting Gloves,Adult,295,4320,1274400
2024-01-01,CRIC35B3C7,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Batting Gloves,PX Grip Cricket Batting Gloves,Right Hand,236,8480,2001280
2024-01-01,CRIC462BA5,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Pads,NX Pro Cricket Leg Guards,Medium,701,5380,3771380
2024-01-01,CRICBDB8DA,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Kit Bag,TRX Max Cricket Kit Bag,70L,511,6910,3531010
2024-01-01,CRIC1BA87E,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Batting Gloves,PX Grip Cricket Batting Gloves,Youth,302,4960,1497920
2024-01-01,CRIC7633A6,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Kit Bag,TRX Max Cricket Kit Bag,100L,707,1500,1060500
2024-01-01,CRIC8B52CE,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Ball,SR Strike Leather Cricket Ball,Light Training 120g,122,4830,589260
2024-01-01,CRIC538334,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Bat,KX Blaze Kashmir Willow Cricket Bat,Short Handle,356,7270,2588120
2024-01-01,CRIC385D92,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Pads,NX Pro Cricket Leg Guards,Small,105,4580,480900
2024-01-01,CRICF950D4,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Ball,SR Strike Leather Cricket Ball,Training Soft Ball,504,5170,2605680
2024-01-01,CRIC16E55F,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Bat,KX Blaze Kashmir Willow Cricket Bat,Long Handle,465,5260,2445900
2024-01-01,CRIC02DA3C,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Pads,NX Pro Cricket Leg Guards,Lightweight,279,4540,1266660
2024-01-01,CRIC98DB22,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Batting Gloves,PX Grip Cricket Batting Gloves,Medium,344,5370,1847280
2024-01-01,CRICCE879E,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Pads,NX Pro Cricket Leg Guards,Pro Edition,612,1100,673200
2024-01-01,CRIC372046,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Bat,KX Blaze Kashmir Willow Cricket Bat,Youth,469,1540,722260
2024-01-01,CRICF6D4C2,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Batting Gloves,PX Grip Cricket Batting Gloves,Pro Edition,459,1610,738990
2024-01-01,CRIC7270D1,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Ball,SR Strike Leather Cricket Ball,Pink 156g,668,5140,3433520
2024-01-01,CRIC64B186,90002002,202401,2024,January,Jan,Q1,2024-Q1,PowerPlay Sports,India,Brick & Mortar,Retailer,Cricket,Cricket Helmet,AX Guard Cricket Helmet,Medium,611,3260,1991860
